ID,NumberPhenotypes
108,'1001001110010111011001011110111110001111010101010010011111101001010',1
108,'1001001111010101011101010110111110001111110011001010011111111001010',1
108,'1001001110010101011001010110110110001111110111000010011011101100010',2
108,'1001001110010101011000010110111111001111110111010000001011100101011',1
108,'1001001110010101011001010110111010001111110101010010011011101001010',1
108,'1001001110011101011001010110111110001111110101000010011010101001010',1
108,'1001001110010101011001010110111110001111100111010010001010100001011',2
108,'1011001110010101010001010110111110001111110111010010001010100001011',2
108,'1000011110010101011001010110111110001011110111010010001011100001011',2
108,'1001001110010100011001011110111010001011010111010010001010110001011',1
108,'1001001110010101011001010110111010001111110111010010001011110001011',1
108,'1001001111010101011101010110111110001111110011001010111111111001010',1
108,'1001001110011101001001010110111110001111110111010010011011101001010',2
108,'1001001110011101001001010110111110101111110110010010011011101001010',1

109,'1001001110010101011001010110111110001111110101010010011011101001010',12
109,'1000001110010001011001110110100011001010010110010010011011110011011',8
109,'1101001110010101011001000110111110001111110111010010001011110001011',8
109,'1001001110010101001001010110011110001101110111010010001011100001000',1
109,'1001001110010101011001010110111110001111110101011010011011001001010',1
109,'1001000110010101111001010010111110001111110101010010111011101001010',5
109,'1001000110010101111001010010111110001111110101010010111011101000010',1
109,'1001001110010101011001010110111110001111110101000010011010101001010',6
109,'1101001100000101011011000110111110001111110110010010001011110001111',1
109,'1001001110010101011001011010111100001111110101010010011011101001010',1
109,'1001001110011101011001010110111110001111110111010010011011101001010',4
109,'1001101110010101011001010110111110001111100101001010011010101001010',1
109,'1001001110010100011001010110111110001111110101010010011011101001110',2
109,'1000001110010001011001000110111110001111110111010010001011100001011',2
109,'1001011110010111000001000110111110001101110111110010001011100001001',3
109,'1001001110010101011001010110110110001111110111000010011011101100010',2
109,'1001001110010101011001010110111110001111110111010010001011100001011',13
109,'1000011110010101011001010110111110001011110111010010001011100001011',2
109,'1001001110010111011001011110111110001111010101010010011111101001010',2
109,'1001001110010101011001010110111110001111110111010010011011101001010',4
109,'0001001110010101010001010110111110001111110111010010001111100001011',1
109,'1001001111010101011101010110111110001111110011001010011111111001010',2
109,'1001001110010101011000010110111111001111110111010000001011100101011',2
109,'1001001110010101011001010110111010001111110101010010011011101001010',2
109,'1001000110010100111001010010111110001111110101010010111011101001010',1
109,'1001001110011101011001010110111110001111110101000010011010101001010',2
109,'1001001110010101011001010110111100001111110011011010011111101001010',1
109,'1001001110010101011001010110111110001111110101011010011010101001010',1
109,'1001001110010100011001011110111010001011010111010010001010110001011',2
109,'1011001110010101011001010110111110001111110101000010011010101001010',1
109,'1001000110010101011001010010111110001111110101010010111011101001010',1
109,'0001011110000111000001000010111110001101110111110010001011110001001',1
109,'1101001110010101011001000110111100101111110111011010001011110001011',1
109,'1001001110010101011101010110111110001111110111010010001011100001011',1
109,'1001001110010101011101010111101110001111110101010010011011101001010',1
109,'1001001110010101011001000110011000001111110011011010011111101001010',1

110,'1000001110010001011001110110100011001010010110010010011011110011011',8
110,'1001000110010101011001010010111110001111110101010010111011101001010',2
110,'1001000110010101111001010010111110001111110101010010111011101001010',6
110,'1001001110010101011001010110111110001111110101000010011010101001010',6
110,'1001001110010101011001000110011000001111110011011010011111101001010',2
110,'1001001110010100011001011110111010001011010111010010001010110001011',2
110,'1101001110010101011001000110111110001111110111010010001011110001011',10
110,'1001001110010101011000010110111010001111110101010010011011101001010',1
110,'1001001110010101011001010110111110001111110101010010011011101001010',8
110,'1001001110010101011001011010111100001111110101010010011011101001010',1
110,'1001101110010101011001010110111110001111100101001010011010101001010',2
110,'1001001110010100011001010110111110001111110101010010011011101001110',2
110,'1001001110011101011001010110111110001111110111010010011011101001010',4
110,'1001001110010101011001010110110110001111110111000010011011101100010',2
110,'1000001110010001011001000110111110001111110111010010001011100001011',4
110,'1001001101010101011101010110111110001110110011001010111111111001010',1
110,'0001001110010101011001110110111111001111111111010010001011100001011',1
110,'0001001110010101010001010110111110001111110111010010001111100001011',2
110,'1001001110010101011001010110111110001111110111010010001011100001011',11
110,'1001001110010101011001010110111100001111110011011010011111101001010',2
110,'1001001110010111011001011110111110001111010101010010011111101001010',2
110,'0001001110010100011000011000111100001111110101010010011011100001010',1
110,'1001001110010101011001010110111110001111110111010010011011101001010',2
110,'1001011110010111000001000110111110001101110111110010001011100001001',2
110,'1001001111010101011101010110111110001111110011001010011111111001010',3
110,'1000001110010001011001110110100011001010010110010010011011110011111',1
110,'1001001110011101011101110110111110001110110111010010001011100001011',1
110,'1000011110010101011001010110111110001011110111010010001011100001011',2
110,'0000001110010001011001110110100011001010010111010010011011110011011',1
110,'1001001110010101011001010110111110001111110101011010011010101001010',2
110,'1001001110010101011101010111101110000110110101010010011111101001001',1
110,'1101001110010101011001000110111100101111110111011010001011110001011',2
110,'1001001110010101011101010110111110001111110111010010001011100001011',1
110,'1001001110010101011101010111101110001111110101010010011011101001010',1
110,'1001001110010101011001010110111010001111110101010010011011101001010',1

111,'0001001110010101010001010110111110001111110111010010001111100001011',4
111,'1001000110010101011001010010111110001111110101010010111011101001010',3
111,'1001001110010101011001010110111110001111110101011010011010101001010',3
111,'1101001110010101011001000110111110001111110111010010001011110001011',10
111,'1001001110010101011001010110111110001111110111010010001011100001011',16
111,'1001001110010100011001011110111010001011010111010010001010110001011',3
111,'1001001110010101011101010110111110001111110111010010001011100001011',2
111,'1001001110010101011000010110111010001111110101010010011011101001010',2
111,'1000001110010001011001110110100011001010010110010010011011110011011',7
111,'1001001110010101011001010110111110001111110101000010011010101001010',7
111,'1001001110000101011001010010110110001111110111000000011011100100010',1
111,'1001001110010101011001011010111100001111110101010010011011101001010',2
111,'1001101110010101011001010110111110001111100101001010011010101001010',1
111,'1001001110010100011001010110111110001111110101010010011011101001110',4
111,'1001001110010101011001010110110110001111110111000010011011101100010',1
111,'1100001110010001011001111110100011001010010110010010111011110011011',1
111,'0001001110010101011001110110111111001111111111010010001011100001011',2
111,'1001000110010101111001010010111110001111110101010010111011101001010',2
111,'1000001110010001011001000110111110001111110111010010001011100001011',4
111,'1001001110010101011001010110111100001111110011011010011111101001010',2
111,'1001001110010100001001001110111010001011011111010010101010100001011',1
111,'1001001111010101011101010110111110001111110011001010011111111001010',2
111,'0001001110010100011000011000111100001111110101010010011011100001010',2
111,'1001001110010111011001011110111110001111010101010010011111101001010',2
111,'1001001110010101011001010110111110001111110101010010011011101001010',4
111,'1000001110010001011001110110100011001010010110010010011011110011111',2
111,'1000001110010101001101010110101110001110110101010110011011101001010',1
111,'1000011110010101011001010110111110001011110111010010001011100001011',1
111,'1001101110010101011001010011111110001111100101001010011110111001010',1
111,'1000011110010001011001010110110110001011110111010010001011100001011',1
111,'1001000110010101011001010010111110001111110101000011011011101001010',1
111,'1001101110010101011000010110111110001111110101011010011010101001010',1
111,'1101001110010101011001000110111100101111110111011010001011110001011',2
111,'1001001110010101011101010111101110001111110101010010011011101001010',1
111,'1011001110010101011001010110110110001111110100000010011010101001010',1

112,'0001001110010101010001010110111110001111110111010010001111100001011',6
112,'1001000110010101011001010010111110001111110101010010111011101001010',3
112,'1001001110010101011001010110111110001111110101011010011010101001010',2
112,'1101001110010101011001000110111110001111110111010010001011110001011',7
112,'1000001110010000011001110110000011001000010110010110011011010011011',1
112,'1001001110010101011001011010111100001111110101010010011011101001010',2
112,'1001001110010101011101010110111110001111110111010010001011100001011',2
112,'1001000110010101111001010010111110001111110101010010111011101001010',2
112,'1000001110010001011001110110100011001010010110010010011011110011011',9
112,'1001001110010101011000010110111010001111110101010010011011101001010',2
112,'1001001110000101011001010010110110001111110111000000011011100100010',2
112,'1001001110010101011001010110111110001111110111010010001011100001011',16
112,'1001101110010101011001010110111110001111100101001010011010101001010',2
112,'1001001110010100011001010110111110001111110101010010011011101001110',6
112,'1001001110010101011001010110110110001111110111000010011011101100010',2
112,'1001001110010101011001010110111110001111110101010010011011101001010',4
112,'0001001110010101011001110110111111001111111111010010001011100001011',4
112,'1001001110010101011001010110111110001111110101000010011010101001010',6
112,'1000001110010001011001000110111110001111110111010010001011100001011',4
112,'0000011110010001011101010110110110001001110111010010001011100001011',1
112,'1000011110010001011001110110110110101011110111010010001011100001111',1
112,'1001001110010101011001010110111100001111110011011010011111101001010',1
112,'1001001110010100011001011110111010001011010111010010001010110001011',2
112,'1011001110010101011001010110110110001111110100000010011010101001010',2
112,'1000001110010101001101010110101110001110110101010110011011101001010',2
112,'1001000110010101011001010010111110001111110101000011011011101001010',2
112,'1000011110010101011001010110111110001011110111010010001011100001011',1
112,'1001000110010101011001010010111111001111111101010010111011001001010',1
112,'1000011110010001011001010110110110001011110111010010001011100001011',1
112,'1001001111010101011101010110111110001111110011001010011111111001010',2
112,'1101001100010101011001001100111110001111110111010010001011110001111',1
112,'1001001110010101011001010110111110001111110011011010011111101001010',1

113,'0001001110010101010001010110111110001111110111010010001111100001011',4
113,'1001001110010101010001010110111110001111110111010010001011100000001',1
113,'1001001110010101011001010110111110001111110101011010011010101001010',4
113,'1101001110010101011001000110111110001111110111010010001011110001011',10
113,'1001001110010101011001011010111100001111110101010010011011101001010',2
113,'1001001110010101011001010110111110001111110111010010001011100001011',19
113,'1001000110010101011001010010111110001111110101010010111011101001010',4
113,'1000001110010001011001110110100011001010010110010010011011110011011',4
113,'0101001110010101011101000100111110011111110111010010001010110001011',1
113,'1001001110010101011000010110111010001111110101010010011011101001010',2
113,'1001001110010101011001010110111110001111110101000010011010101001010',6
113,'1001101110010101011001010110111110001111100101001010011010101001010',2
113,'0000011110010001011101010110110110001001110111010010001011100001011',2
113,'1001001110010101011001010110111110001111110101010010011011101001010',5
113,'1001001110010101011001010110111100001111110011011010011111101001010',2
113,'1001001110010101011001010110110110001111110111000010011011101100010',2
113,'0001001110010101011001110110111111001111111111010010001011100001011',4
113,'1000001110010001011001000110111110001111110111010010001011100001011',4
113,'1001001110010100011001010110111110001111110101010010011011101001110',4
113,'1001001110010111011001010110111110001111110101000010011010101001000',1
113,'1000001110010101001101010110101110001110110101010110011011101001010',4
113,'1011001110010101011001010110110110001111110100000010011010101001010',2
113,'1001000110010101011001010010111110001111110101000011011011101001010',1
113,'1001001110000101011001010110111110001111110101000010011010101001010',1
113,'1000011110010001011001010110110110001011110111010010001011100001011',1
113,'1001101110010101011001010110111110001111110101110010011011101001010',1
113,'0001001110010101011001010110111110001111110111010010001111100001011',1
113,'1000011110010001011001010110110110001011110111010010001011100011011',1
113,'1101001110010101011001000110111110001111111111010010001011110001011',1
113,'0001001110010101010011010111111110001111010111010010001111100001011',1
113,'1001000110010101011001010010111110001110110101000011011011101001010',1
113,'1001001110010101011001010110111110001111110011011010011111101001010',2

114,'0001001110010101010001010110111110001111110111010010001111100001011',7
114,'1001001110010101010001010110111110001111110111010010001011100000001',2
114,'1001001110010101011001010110111110001111110101011010011010101001010',3
114,'1101001110010101011001000110111110001111110111010010001011110001011',8
114,'1001001110010101011001010110111110001111110101010010011011101001010',5
114,'1001001110010101011001011010111100001111110101010010011011101001010',2
114,'1001001110010101011001010110111110001111110111010010001011100001011',19
114,'1000001110010001011001110110100011001010010110010010011011110011011',2
114,'0101001110010101011101000100111110011111110111010010001010110001011',2
114,'1001001110010100011001010110111110001111110101010010011011101001110',2
114,'1001001110010101011001010110111110001111110101000010011010101001010',5
114,'1001001110110101011011010110111110001111110101010010011011101001010',1
114,'1001101110010101011001010110111110001111100101001010011010101001010',2
114,'0000011110010001011101010110110110001001110111010010001011100001011',2
114,'1001001110010101011001010110111100001111110011011010011111101001010',2
114,'1001001110010101011001010110110110001111110111000010011011101100010',4
114,'0001001110010101011001110110111111001111111111010010001011100001011',6
114,'1001001110010100011001000110011110001111110111010010001011101000011',1
114,'1000001110010001011001000110111110001111110111010010001011100001011',2
114,'1001001110010101011000010110111010001111110101010010011011101001010',2
114,'1000011110010001011001010110110110001011110111010010001011100001011',2
114,'0001001110010101011011010111111110001111010111010010011111100101011',1
114,'1001001110010101011001010111111110001110110101010010011011101001010',1
114,'1011001110010101011001010110110110001111110100000010011010101001010',2
114,'1001000110010101011001010010111110001111110101000011011011101001010',2
114,'0001001110010101010001010110111110001111110111010010001111100101011',1
114,'1001001110010101011001010110111110001111110101010010011010101001010',1
114,'1000001100010001111001000110111110001111110101010010001011100001011',1
114,'1001001110110001011001010110111110001111110101010010011011101001010',1
114,'0001001110010101011001010110111110001111110111011010001010101011010',1
114,'0001001110010101011001010110111110001111110111010010001111100001011',2
114,'1000001110010101011001011110111110001111110111010010011011100001011',1
114,'1100001110010001011001000110111110001101010111010010011011110001011',1
114,'1001001110010101011001010110111110001111110011011010011111101001010',2
114,'1001001110000101011001110110111110001111110111010010001011000001011',1
114,'0001001110010101010011010111111110001111010111010010001111100001011',1

115,'0001001110010101010001010110111110001111110111010010001111100001011',6
115,'1001001110010101010001010110111110001111110111010010001011100000001',4
115,'1101001110010101011001000110111110001111110111010010001011110001011',2
115,'0001001110010101011101110110111111001111111111010011001011100001011',1
115,'1001001110010101011001010110111110001111110101010010011011101001010',6
115,'1001001110010101011001011010111100001111110101010010011011101001010',4
115,'1001001110010101011001010110111110001111110111010010001011100001011',24
115,'0001001110010101011001110110111111001111111111010010001011100001011',4
115,'1001001110010101011001010110111110001111110101000010011010101001010',4
115,'1001001110110101011011010110111110001111110101010010011011101001010',2
115,'1001001110010101011001010110111110001111110101011010011010101001010',2
115,'1001001110010101011001010110110110001111110111000010011011101100010',4
115,'1000001110010001011001110110100011001010010110010010011011110011011',2
115,'1000001110010001011001000110111110001111110111010010001011100001011',2
115,'1001001110010100011001000110011110001111110111010010001011101000011',2
115,'1001101110010101011001010110111110001111100101001010011010101001010',2
115,'0001001110010101011001010110111110001111110111011010001010101011010',2
115,'0000011110010001011101010110110110001001110111010010001011100001011',2
115,'1001001110010101011001010111111110001110110101010010011011101001010',2
115,'1001000110010101011001010010111100001111110101010011011011101001010',1
115,'1001001110010101011000010110111010001111110101010010011011101001010',4
115,'0001001110010101011011010111111110001111010111010010011111100101011',2
115,'1001001110010101011001010110111110001111110011011010011111101001010',4
115,'0101001110010101011101000100111110011111110111010010001010110001011',2
115,'1001001110000101011001110110011110001111110111010010001011000001011',1
115,'1001000110010101011001010010111110001111110101000011011011101001010',1
115,'1000011110010001011001010110110110001011110111010010001011100001011',2
115,'0001001110010101011001110110111110001111111111010110001011100001011',1
115,'0001001110010101011001010110111110001111110111010010001111100001011',2
115,'1001001110000101011001110110111110001111110111010010001011000001011',1
115,'1001001110010101011001010110111100001111110011011010011111101001010',2

116,'1001001110010101011001010110111110001111110011011010011111101001010',6
116,'1001001110010101011001010110111110001111110111010010001011100001011',27
116,'0001001110010101011001110110111111001111111111010010001011100001011',4
116,'0001001110010101011101110110111111001111111111010011001011100001011',2
116,'1000001110010001011001000110111110001111110111010010001011100001011',3
116,'1001001110010101011001110110111110001101110101000110011010001001010',1
116,'1001001110010101010001010110111110001111110111010010001011100000001',6
116,'1001001110010101011001010110111110001111110101010010011011101001010',4
116,'1001001110010101011001010110111110001111110101000010011010101001010',5
116,'1001001110010100011001000110011110001111110111010010001011101000011',2
116,'1001001110010101011001010110111110001111110101011010011010101001010',2
116,'1000001110010001011001110110100011001010010110010010011011110011011',3
116,'1001001110010101011001010110110110001111110111000010011011101100010',5
116,'0001001110010101011001010110111110001111110111011010001010101011010',1
116,'1001001110010101011001010110111100001111110011011010011111101001010',4
116,'0001001110010101010001010110111110001111110111010010001111100001011',1
116,'1001001110010101011101010110111110001111110101010010011011101001010',1
116,'1000001110010001010001000110011110001111110111010011001011100001011',1
116,'1001001110010101011001010110110110000111110111001010011001101100000',1
116,'0001001110010101011011010111111110001111010111010010011111100101011',4
116,'1001101110010101011001010110111110001111100101001010011010101001010',2
116,'1001001110010101011001010111111110001110110101010010011011101001010',2
116,'1001001110010101011001011010111100001111110101010010011011101001010',3
116,'1000001110010101111001011010111110001111110101010010011011100001010',1
116,'1001001110010101011000010110111010001111110101010010011011101001010',2
116,'0001001110010101010001010110111110001111110111010010001111100000011',1
116,'0001001010010101111001010110111110001111110111011010001010101011010',1
116,'1000001110010001011001110110100011001010010110110010011011110010011',1
116,'1001001110010101011001011110111110001111110101010010011011101001010',1
116,'1001001100010111111001010111111110001111110111010010001001100001011',1
116,'1001001110000101011001110110111110001111110111010010001011000001011',1
116,'0001001110000001010001110110111110001111110101010110001011000001011',1

117,'1001001110010101011001010110111110001111110011011010011111101001010',6
117,'0001001110010101011101110110111111001111111111010011001011100001011',4
117,'1001000110010101011000010110110010001011110001010010011011101011010',1
117,'1000001110010001011001000110111110001111110111010010001011100001011',5
117,'1001001110010101011001010110111110001111110111010010001011100001011',25
117,'1001001110010101011001110110111110001101110101000110011010001001010',2
117,'1001001110010101010001010110111110001111110111010010001011100000001',7
117,'0001010110010101011001110110111111001111111101010010001011110001011',1
117,'1001001110010101011001010110111110001111110101010010011011101001010',6
117,'1001101110011101011001000110111110001111100101001010011010101001010',1
117,'1001001110010101011001010110111110001111110101000010011010101001010',6
117,'1001001110010100011001000110011110001111110111010010001011101000011',4
117,'1001001100010111111001010111111100000111110111010000001000100001011',1
117,'0001001110010101011001110110111111001111111111010010001011100001011',3
117,'0001001110010101011011010111111110001111010111010010011111100101011',4
117,'1000001110010011011001000110111110001111110111011010001011100000011',1
117,'1001001110010101011001010110110110001111110111000010011011101100010',4
117,'1001001110010101011101010110111110001111110101010010011011101001010',2
117,'1000001110010001010001000110011110001111110111010011001011100001011',1
117,'1001001110010101011001010111111110001110110101010010011011101001010',2
117,'1001001110010101011001010110111110001101110111000000001011100001011',1
117,'1001001110010101011001010110111110001111110111010010001011110001011',1
117,'1001001110010101011001010110111100001111110011011010011111101001010',2
117,'1001101110010101011001010110111110001111100101001010011010101001010',1
117,'1001011110010101011000110110111110001111110101011010011010001001010',1
117,'1011001110010101011001110110111110001111110111010010001011100001011',1
117,'1001001110000101011001110110111110001111110111010010001011000001011',2
117,'1001001110010101010001010111111110011111110111010011001010100000101',1
117,'1001001100010111111001010111111110001111110111010010001001100001011',1
117,'1000001111010001000000000110011110001111110111110011101011100001011',1
117,'1001001110010101011000010110111010001111110101010010011011101001010',1
117,'1001001110010101011001010110111110001111110101011010011010101001010',1

118,'1001001110010101011001010110111110001111110011011010011111101001010',5
118,'0001001110010101011101110110111111001111111111010011001011100001011',2
118,'1001000110010101011000010110110010001011110001010010011011101011010',1
118,'1001001110010101011001010110111110001111110111010010001011100001011',24
118,'1001001110010101001001010110110110001111110111000010011011101100010',1
118,'1001001110010101010001010110111110001111110111010010001011100000001',12
118,'0001010110010101011001110110111111001111111101010010001011110001011',2
118,'1001001110010101011001010110111110001111110101010010011011101001010',10
118,'1001001110010101011001010110110110001111110111000010011011101100010',5
118,'0001001110010101011001010110111110001111110111010010001011100001011',1
118,'1001001110010101011001010110111110001111110111010010001011110001011',2
118,'1000001110010001011001000110111110001111110111010010001011100001011',3
118,'0001001110010101011001110110111111001111111111010010001011100001011',4
118,'1001000110010101011000010100110010001011110001000000011011101011000',1
118,'1000001110010001011001000110111110001111110111010010001111100011011',1
118,'1001001100010101001001010110111110001111110101000010011010101001011',1
118,'0001001110010101011000110010111111001111111111010010001011100001011',1
118,'1001001110010101011001010110111110000111110101000010011010101000010',1
118,'1001001110010101011001110110101110001111110111010010001011100011011',1
118,'1101001110010101011001110110111110001111110011011010001111111001010',1
118,'1001001110010101011001010110111110001111110101000010011010101001010',4
118,'1001001110010101011001010111111110001110110101010010011011101001010',2
118,'1001001110010101011001010110111100001111110011011010011111101001010',4
118,'1011001110010101011001110110111110001111110111010010001011100001011',1
118,'1001001110010101011001010110111110001111110101011010011010101001010',2
118,'1000001111010001000000000110011110001111110111110011101011100001011',1
118,'0001001110010101011011010111111110001111010111010010011111100101011',2
118,'1000001111010001000000001110111110000111110111110011101111110001011',1
118,'0001001010010101011000110110110111001101111111010010001011100001111',1
118,'1011100110010101011101110110111111001111110111010010001011100001011',1
118,'1001001110010101011001110110111110001101110101000110011010001001010',2

119,'1001001110010101011001010110111110001111110011011010011111101001010',8
119,'1001001110010101011001010110111110001111110101010010011011101001010',13
119,'1001001110010101001001010110110110001111110111000010011011101100010',2
119,'1001001110010101011001010110111100001111110011011010011111100001010',1
119,'1001001110010101011001010111111110001110110101010010011011101001010',2
119,'1001001110010101011001010110110110001111110111000010011011101100010',6
119,'1001001110010101011001010110111110001111110101000010011010101001010',4
119,'1001001110010101011001010110111110001111110111010010001011110001011',2
119,'1001001110010101010001010110111110001111110111010010001011100000001',17
119,'1001001110010101011001010110111110001111110111010010001011100001011',16
119,'0001001110010101011001010110111110001111110111010010001011100001011',2
119,'0001001110010101011000110010111111001111111111010010001011100001011',2
119,'1001001110010101011001010110111100001111110011011010011111101001010',3
119,'1001001110010101011001010110111110001111110101011010011010101001010',4
119,'0001001110010101011001110110111111001111111111010010001011100001011',2
119,'1001000110010101011000010100110010001011110001000000011011101011000',1
119,'1001000110010101011000010100110010001011110001001000011001101011000',1
119,'1001001110010101011001010110111110000111110101000010011010101000010',2
119,'0001001110010101011101110110111111001111111111010011001011100001011',1
119,'1001001110010001001001010110110110001111110111000010011011101100110',1
119,'0001001110010101011011010111111110011011010011010010111111100101011',1
119,'1001001110010101010001010110101110001111110111010010001011100000001',1
119,'0001001110010101011011010111111110001111010111010010011111100101011',3
119,'1011001110010101001001010110110110101111110111000010011011101100010',1
119,'1001001110010101011001110110111110001101110101000110011010001001010',2
119,'1001001110010101011001110110111110001111110101010010111011101001010',1
119,'0001001110010101011101110110111101001111111111010011001011100001011',1

120,'1001001110010101011001010110111110001111110111010010001011100001011',16
120,'1001001110010101011001010110111110001111110101010010011011101001010',13
120,'1000001010010100010001010110111110001111100111010010011011100000001',1
120,'1001001110010101010001010110111110001111110111010010001011100000001',24
120,'1001001110010101011001010110110110001111110111000010011011101100010',8
120,'1001001110010101011001010110111110001111110101000010011010101001010',4
120,'1001001110010100011001010110111110001111111111010010001011100000001',1
120,'0001001110010101011001010110111110001111110111010010001011100001011',4
120,'0001001110010101011000110010111111001111111111010010001011100001011',3
120,'1001001110010101011001010110111100001111110011011010011111101001010',6
120,'1001001110010101011001010110111110001111110111010010001011110001011',2
120,'0001001110010101011001110110111111001111111111010010001011100001011',1
120,'1001001110010101011001010110111110001111110011011010011111101001010',1
120,'1001001110010101011001010110111110000111110101000010011010101000010',2
120,'1001001110010101011001010110111110001111110111011000001011100001011',1
120,'1001001110010111011001011110111110001111110101010010011011101101010',1
120,'0001001110010101011000110010111111001111111111010010001011100111011',1
120,'1101001110010101010001010110101110001111110111010011001011100000001',1
120,'0001001110010101011011010111111110011011010011010010111111100101011',1
120,'0001001110000101011001110110101111011111111111010010011011100001011',1
120,'1001001010010101011001010110110110001111110011011010011101101001010',1
120,'1011001110010101001001010110110110101111110111000010011011101100010',2
120,'0001001111010101111011010111111110011011010011010010111111100101011',1
120,'1001001110010101011001010110111110001111110101011010011010101001010',1
120,'1001000110010101011001010110111110001111110100011000011010101001010',1
120,'1001001110010101011001010110111110001111110111010010001011100000011',1
120,'1001001110010101010001010110111110000111110111010010001011100000001',1

121,'1001001110010101011001010110111110001111110111010010001011100001011',12
121,'1001001110010101011001010110111110001111110101010010011011101001010',16
121,'1001001110010101010001010110111110001111110111010010001011100000001',24
121,'1001001110010101011001010110110110001111110111000010011011101100010',10
121,'1001001110010101010011010110101110001111110111010010001011100000001',1
121,'1001001110010100011001010110111110001111111111010010001011100000001',2
121,'0001001110010101011000110010111111001111111111010010001011100001011',5
121,'1001001110010101011001010110111100001111110011011010011111101001010',8
121,'0001001110010101011000110010111111001101011111010010001011100001011',1
121,'0001001110010101011001010110111110001111110111010010001011100001011',3
121,'0001001110010101011000110010111111001111111111010010001011100111011',2
121,'1001001110010101010001010110111110001111110111011010001011100000001',1
121,'1001001110010101011001010110111110001111110111010010001011100000011',2
121,'1001001110010101010101010110111110001111110111010010001011100000001',1
121,'1001001110010101011001010110111110001111110111010010000011100001011',1
121,'1001001110010101011001010110111110001111110101010010111011101001010',1
121,'1011001110010101000001010110110110101111010111000010011011101100010',1
121,'1001001110010101011001010110111110001111110101000010011010101001010',2
121,'1001000110010101011001010110111111001011110110111000011011101001010',1
121,'1011001110010101001001010110110110101111110111000010011011101100010',1
121,'1001000110010101011001010110111110001111110100011000011010101001010',1
121,'0001001110010101011001010110111110000111010111010010001011100001011',1
121,'1101001110010101010001010110111010001111110111010010001010100000001',1
121,'1001001110010101011001011110111110001111110111010010001011100001011',1
121,'1001001110010101011001110110111110000111010101010010011011101001010',1

122,'1001001110010101010101010110111110001111110111010010001011100000001',2
122,'1001001110010101011001010110111110001111110101010010011011101001010',16
122,'1001001110010101010001010110111110001111110111010010001011100000001',32
122,'1001001110010101011001010100111010001111010111010010001011100001011',1
122,'1001001110010101010011010110101110001111110111010010001011100000001',2
122,'1001001110010101011001010110110110001111110111000010011011101100010',8
122,'1001001110010101011001010110111110001111110101000010011010101001010',2
122,'0001001110010101011000110010111111001111111111010010001011100001011',2
122,'1001001110010101011001010110111100001111110011011010011111101001010',6
122,'0001001110010101011000110010111111001101011111010010001011100001011',2
122,'0001001110010101011001010110111110001111110111010010001011100001011',1
122,'1001001110010101011001010110111110001111110111010010001011100001011',7
122,'1001000110010101011001010110111110001111110100011000011010101001010',2
122,'1011001110010101001001010110110110101111110111000010011011101100010',2
122,'0001001110010101011000110010111111001111111111010010001011100111011',1
122,'1001001110010101011001110110111110001111110111010010011001100001011',1
122,'1001001110010101011001010110111110001111110111010010000011100001011',2
122,'1001001110010100011001010110111110001111111111010010001011100000001',2
122,'1011001110010101000001010110110110101111010111000010011011101100010',2
122,'1001001110000101011001110101111110000111010111010010011011101000010',1
122,'1101001110010101010001010110111010001111110111010010001010100000001',2
122,'1001001110010101011001010110111110001111110111010010001011100000011',2
122,'0001001100010101011000011010111111001111110011010010001011100111011',1
122,'1001001110010101011001110110111110000111010101010010011011101001010',1

123,'1001001110010101010001010110111110001111110111010010001011100000001',31
123,'1001001110010101010011010110101110001111110111010010001001100000001',1
123,'1001001110010101011001010110111110001111110101010010011011101001010',16
123,'1001001110010101011001010110110110001111110111000010011011101100010',8
123,'1001001110010101010011010110101110001111110111010010001011100000001',3
123,'1001001110010101011001010110111110001111110111010010001011100000011',2
123,'1001001110010101011001010110111110001111110101000010011010101001010',3
123,'0001001110010101011000110010111111001111111111010010001011100001011',4
123,'0001001110010101011000110010111111001101011111010010001011100001011',2
123,'1001001110010101011001010110111111001111110111010010001011100000001',1
123,'1001001110010101011001010110111110001111110111010010001011100001011',3
123,'1001000110010101011001010110111110001111110100011000011010101001010',1
123,'1001001110010101010001010110111110011011110111010010001011100000001',1
123,'0001001110010101011000110010111111001111111111010010001011100111011',2
123,'1001001110010101011000010110101110001111110111010010000010100001111',1
123,'1001001110010101011011010110111110001111110101010010011011101001010',1
123,'1001001110010101011001110110111110001111110111010010011001100001011',2
123,'1011001111010101000001010110110110101111000111000010011011101100010',1
123,'1101001110010101010001010110111010001111110111010010001010100000001',2
123,'1001001110010101011001010110111110001111110111010010000011100001011',3
123,'1001000110010101011001110110111110001111110100011000011010101001010',1
123,'1001001110110101011001010110111110001101110101010010011011101001010',1
123,'1011001110010101000001010110110110101111010111000010011011101100010',1
123,'1001001110010101011001010110111110000111110101000010011010101001010',1
123,'1001001110000101011001110101111110000111010111010010011011101000010',2
123,'0001001110010101010010010110111110001111110111010010001011100000001',1
123,'1001000110010101011001010110111111001110110101010010010111101001010',1
123,'1001001110010001011001010110111110001111110101010010011011100001010',1
123,'1000001110110101011001010110111110011111110101010010001111100001011',1
123,'1001001110010101010011010110111110001111110111110010000011100000001',1
123,'1001001110010011010001010110111110001111100111011010001011100100001',1

124,'1001001110010101010001010110111110001111110111010010001011100000001',33
